gen [kWh],use [kWh]
0.19841666599999988,62.647783333999996
0.20530000000000012,55.090016668000004
0.20690000000000017,42.88416666500001
0.2068499980000002,57.600766666999995
0.20635000100000017,38.390183332
0.20555000300000018,73.16496666599998
0.2053499970000001,47.92483333700001
0.20513333600000005,32.223283329000004
0.38904999599999995,21.502600001
6.891966667999999,45.40321666999999
3.0944500000000006,88.23483333599995
1.1232666670000007,79.298183335
1.222766667,115.00131666700001
1.6194166720000005,125.72338333399999
1.3009000039999998,78.25940000099997
0.13969996799999995,76.27669999800001
0.19633333300000022,89.09918333700003
0.20528333099999999,115.72579999999996
0.20321666599999985,121.81890000300004
0.19286666100000005,165.506316669
0.19891666399999983,85.87201666400001
0.20390000300000005,56.716999997
0.20596666200000016,46.45626666600002
0.19464999899999993,89.340383335
0.2043166680000001,80.964083335
0.20588333500000008,46.179233333000006
0.2057166650000001,47.04328333299999
0.20571666500000013,59.66803333499999
0.20413333099999983,46.71394999799998
0.20428333299999996,48.87883333299999
0.20408333399999987,55.335899998000016
0.22911666199999997,96.66231667100001
2.594299999000001,83.65685000099997
3.131150001000001,43.452599999
13.919199997999998,43.91285
22.039333329000005,17.214600001999987
21.274783331999995,15.624883329999998
8.446183334,37.82789999699999
1.1018166659999997,97.488216667
0.30309996800000016,106.03310000100002
0.17860000199999995,129.434949997
0.20165000299999986,175.45488333900008
0.2016333339999999,176.08261666699997
0.20151667299999998,104.28014999400007
0.20028333399999979,124.43158333299995
0.2021500049999999,96.72579999700002
0.20318332599999978,47.900916661999986
0.18624999999999994,59.87496666600001
0.18431666899999982,42.81938333399998
0.1838666659999999,52.151616666
0.1964999979999999,54.29215000099999
0.1981333339999999,47.433033329999994
0.1988833309999999,47.60418333200001
0.19826666499999987,49.07903333500002
0.18581666499999996,52.664500001
0.11870000299999993,74.70233333499998
1.685866668,44.331149994
13.170933338,41.185299997
13.454583337,42.91101666900001
12.080616666,74.01516666699999
16.551833332999998,68.495499998
9.028633327999998,47.014216667999996
2.5457333309999997,46.575150002000015
2.4621999989999988,82.298166666
0.230683332,113.17463333599999
0.21093333500000003,123.16181666700005
0.20155000399999995,114.00636666500003
0.20185000300000008,97.65613333599998
0.22215000200000004,92.32088333100003
0.20283333699999986,65.76660000099997
0.2040833319999998,42.027899999000006
0.19621666899999984,55.54405
0.20518333300000008,33.552433333
0.20399999799999977,45.164516666999994
0.2028666609999998,40.171450002000014
0.20251666899999982,55.54609999699999
0.20100000099999987,47.85403333200001
0.20061666499999992,72.91248333600001
0.19931666799999992,61.351200003
0.13968333400000005,40.48165
2.4378000010000003,34.142866663999996
7.587466672,67.21038333100003
17.284299997999995,96.73369999999998
18.133633334,65.72058332999997
10.587783334999996,59.009150002
22.634533331999993,37.432233334
17.647666665999996,28.510516668000005
8.952050002000004,38.368533334
0.28436666499999996,73.64245000000003
0.19643333300000004,123.80461666499998
0.196666664,125.76155
0.19288333499999985,78.93561666700002
0.1964666600000001,115.63998333499998
0.19870000399999985,141.61056666600004
0.20374999900000001,143.35365000100006
0.20165000100000005,102.22953332999997
0.19976666299999984,87.201766664
0.20051666299999985,79.81911666699999
0.2013999979999998,61.866133334000004
0.20016666499999974,59.46313333300001
0.19989999699999977,68.476850002
0.19913333799999983,82.13690000100001
0.196666665,72.87178333399996
0.14873336400000003,77.43061666499996
1.9208333349999998,63.44705000099998
14.225633336000003,37.51048333300001
23.892500005999995,31.461983333000013
26.507766665,30.189933333000003
26.240649999999995,12.479583335
23.653149996000007,15.662249999999997
18.781266666999997,17.341033334
9.679566671000002,23.090516664999992
0.28421666600000006,56.741033334
0.18056666899999996,76.22491666900004
0.2016166679999998,62.784433332
0.20106666699999975,71.658450001
0.20240000099999986,65.451133331
0.2027166649999998,56.59071666800002
0.20056666899999986,81.169933331
0.19510000299999986,62.64946666299999
0.19415000500000001,64.83931666599999
0.18056667000000004,57.02175000599999
0.17991666600000011,57.86236666499999
0.17986666700000012,56.00846666799998
0.17983333100000012,59.555433335
0.1783499970000001,86.95256666599998
0.17836666600000017,85.1694
0.13426666299999998,71.77973333500002
1.819550002,43.58711666600001
13.687483334000001,44.25293333699999
22.02215000100001,22.085733331999997
23.789483334,21.737099997000005
24.160733333000003,18.95734999699999
21.653566664999992,8.481400001999999
17.446216665999998,9.912416667999997
9.282350001,16.434466669000003
0.2891000019999999,42.973183332000005
0.1825833289999999,32.739850002
0.18164999800000012,129.39241667
0.16711666399999994,121.57498333400004
0.1846999999999999,124.31894999599996
0.18236666699999995,76.95319999899998
0.17301666799999996,73.20349999799997
0.1767000009999999,39.65116666800001
0.18354999799999988,34.809283334
0.18389999899999993,41.33661666799999
0.1833833349999999,55.995183336
0.18258333099999993,47.916900001000016
0.18266666599999995,48.536533334999994
0.18023333100000014,78.66206666800005
0.18108332899999993,56.17043333600001
0.258150033,61.288133332000015
2.052133332,43.44121666800001
